Vehicle_ID,Time_sec,X_coord,Y_coord,Length_m,Width_m,Class,Gore_X,Gore_Y
23,0,85.47,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,1,99.56,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,2,106.36,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,3,113.73,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,4,128.45,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,5,135.26,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,6,148.8,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,7,158.72,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,8,166.19,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,9,179.9,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,10,189.36,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,11,199.5,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,12,208.1,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,13,219.03,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,14,225.66,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,15,234.57,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,16,249.27,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,17,256.85,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,18,268.41,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,19,276.67,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,20,289.4,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,21,295.71,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,22,310.41,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,23,319.95,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,24,327.31,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,25,333.04,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,26,339.74,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,27,349.94,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,28,358.31,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,29,371.6,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,30,380.9,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,31,388.39,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,32,399.56,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,33,411.63,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,34,418.3,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,35,424.98,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,36,430.34,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,37,442.71,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,38,454.35,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,39,464.09,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,40,477.53,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,41,490.59,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,42,501.44,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,43,515.13,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,44,522.19,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,45,528.3,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,46,536.0,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,47,541.57,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,48,551.88,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,49,566.25,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,50,571.64,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,51,577.87,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,52,587.39,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,53,601.73,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,54,609.89,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,55,619.96,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,56,625.38,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,57,631.86,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,58,646.73,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
23,59,661.38,1.32,10.0,2.5,Heavy-Truck,50.0,5.0
24,0,11.89,9.52,5.0,2.0,SUV,50.0,5.0
24,1,25.56,9.52,5.0,2.0,SUV,50.0,5.0
24,2,35.11,9.52,5.0,2.0,SUV,50.0,5.0
24,3,36.19,9.52,5.0,2.0,SUV,50.0,5.0
24,4,37.22,9.52,5.0,2.0,SUV,50.0,5.0
24,5,38.59,9.52,5.0,2.0,SUV,50.0,5.0
24,6,38.95,9.52,5.0,2.0,SUV,50.0,5.0
24,7,39.11,9.52,5.0,2.0,SUV,50.0,5.0
24,8,39.79,9.52,5.0,2.0,SUV,50.0,5.0
24,9,41.23,9.52,5.0,2.0,SUV,50.0,5.0
24,10,41.72,9.52,5.0,2.0,SUV,50.0,5.0
24,11,43.1,9.52,5.0,2.0,SUV,50.0,5.0
24,12,45.04,9.52,5.0,2.0,SUV,50.0,5.0
24,13,45.32,9.52,5.0,2.0,SUV,50.0,5.0
24,14,46.7,9.52,5.0,2.0,SUV,50.0,5.0
24,15,47.64,9.52,5.0,2.0,SUV,50.0,5.0
24,16,49.39,9.52,5.0,2.0,SUV,50.0,5.0
24,17,49.82,9.52,5.0,2.0,SUV,50.0,5.0
24,18,51.24,9.52,5.0,2.0,SUV,50.0,5.0
24,19,52.93,9.52,5.0,2.0,SUV,50.0,5.0
24,20,54.83,9.52,5.0,2.0,SUV,50.0,5.0
24,21,56.23,9.52,5.0,2.0,SUV,50.0,5.0
24,22,57.27,9.52,5.0,2.0,SUV,50.0,5.0
24,23,58.54,9.52,5.0,2.0,SUV,50.0,5.0
24,24,60.3,9.52,5.0,2.0,SUV,50.0,5.0
24,25,61.48,9.52,5.0,2.0,SUV,50.0,5.0
24,26,61.64,9.52,5.0,2.0,SUV,50.0,5.0
24,27,63.51,9.52,5.0,2.0,SUV,50.0,5.0
24,28,64.92,9.52,5.0,2.0,SUV,50.0,5.0
24,29,66.3,9.52,5.0,2.0,SUV,50.0,5.0
24,30,73.46,9.52,5.0,2.0,SUV,50.0,5.0
24,31,85.05,9.52,5.0,2.0,SUV,50.0,5.0
24,32,93.99,9.52,5.0,2.0,SUV,50.0,5.0
24,33,105.5,9.52,5.0,2.0,SUV,50.0,5.0
24,34,111.56,9.52,5.0,2.0,SUV,50.0,5.0
24,35,123.14,9.52,5.0,2.0,SUV,50.0,5.0
24,36,138.14,9.52,5.0,2.0,SUV,50.0,5.0
24,37,143.62,9.52,5.0,2.0,SUV,50.0,5.0
24,38,158.39,9.52,5.0,2.0,SUV,50.0,5.0
24,39,167.46,9.52,5.0,2.0,SUV,50.0,5.0
24,40,181.17,9.52,5.0,2.0,SUV,50.0,5.0
24,41,193.99,9.52,5.0,2.0,SUV,50.0,5.0
24,42,204.66,9.52,5.0,2.0,SUV,50.0,5.0
24,43,217.05,9.52,5.0,2.0,SUV,50.0,5.0
24,44,230.83,9.52,5.0,2.0,SUV,50.0,5.0
24,45,239.87,9.52,5.0,2.0,SUV,50.0,5.0
24,46,248.14,9.52,5.0,2.0,SUV,50.0,5.0
24,47,259.82,9.52,5.0,2.0,SUV,50.0,5.0
24,48,272.9,9.52,5.0,2.0,SUV,50.0,5.0
24,49,285.52,9.52,5.0,2.0,SUV,50.0,5.0
24,50,298.5,9.52,5.0,2.0,SUV,50.0,5.0
24,51,307.85,9.52,5.0,2.0,SUV,50.0,5.0
24,52,321.03,9.52,5.0,2.0,SUV,50.0,5.0
24,53,327.23,9.52,5.0,2.0,SUV,50.0,5.0
24,54,337.68,9.52,5.0,2.0,SUV,50.0,5.0
24,55,342.74,9.52,5.0,2.0,SUV,50.0,5.0
24,56,350.98,9.52,5.0,2.0,SUV,50.0,5.0
24,57,359.65,9.52,5.0,2.0,SUV,50.0,5.0
24,58,368.61,9.52,5.0,2.0,SUV,50.0,5.0
24,59,380.56,9.52,5.0,2.0,SUV,50.0,5.0
25,0,39.41,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,1,40.22,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,2,40.75,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,3,40.99,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,4,42.23,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,5,43.6,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,6,44.88,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,7,45.86,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,8,46.68,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,9,48.42,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,10,49.51,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,11,50.52,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,12,50.67,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,13,51.42,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,14,52.24,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,15,53.1,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,16,54.3,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,17,55.41,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,18,56.67,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,19,58.22,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,20,59.87,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,21,61.33,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,22,63.25,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,23,63.38,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,24,63.85,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,25,63.97,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,26,65.3,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,27,79.28,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,28,86.71,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,29,100.98,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,30,106.59,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,31,120.93,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,32,129.45,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,33,135.46,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,34,145.32,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,35,152.89,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,36,160.74,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,37,168.81,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,38,181.84,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,39,192.23,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,40,200.34,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,41,211.45,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,42,223.61,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,43,231.33,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,44,240.47,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,45,246.69,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,46,253.5,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,47,265.31,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,48,272.13,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,49,282.38,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,50,294.47,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,51,300.54,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,52,311.21,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,53,318.78,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,54,333.4,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,55,343.24,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,56,356.3,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,57,366.8,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,58,372.24,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
25,59,383.57,4.49,10.0,2.5,Heavy-Truck,50.0,5.0
26,0,108.33,6.02,12.0,2.5,Bus,50.0,5.0
26,1,122.17,6.02,12.0,2.5,Bus,50.0,5.0
26,2,129.46,6.02,12.0,2.5,Bus,50.0,5.0
26,3,136.58,6.02,12.0,2.5,Bus,50.0,5.0
26,4,147.69,6.02,12.0,2.5,Bus,50.0,5.0
26,5,156.8,6.02,12.0,2.5,Bus,50.0,5.0
26,6,170.19,6.02,12.0,2.5,Bus,50.0,5.0
26,7,184.19,6.02,12.0,2.5,Bus,50.0,5.0
26,8,192.73,6.02,12.0,2.5,Bus,50.0,5.0
26,9,200.1,6.02,12.0,2.5,Bus,50.0,5.0
26,10,212.9,6.02,12.0,2.5,Bus,50.0,5.0
26,11,220.65,6.02,12.0,2.5,Bus,50.0,5.0
26,12,233.88,6.02,12.0,2.5,Bus,50.0,5.0
26,13,243.11,6.02,12.0,2.5,Bus,50.0,5.0
26,14,254.79,6.02,12.0,2.5,Bus,50.0,5.0
26,15,260.75,6.02,12.0,2.5,Bus,50.0,5.0
26,16,271.98,6.02,12.0,2.5,Bus,50.0,5.0
26,17,281.5,6.02,12.0,2.5,Bus,50.0,5.0
26,18,292.37,6.02,12.0,2.5,Bus,50.0,5.0
26,19,299.05,6.02,12.0,2.5,Bus,50.0,5.0
26,20,311.42,6.02,12.0,2.5,Bus,50.0,5.0
26,21,325.04,6.02,12.0,2.5,Bus,50.0,5.0
26,22,332.21,6.02,12.0,2.5,Bus,50.0,5.0
26,23,338.17,6.02,12.0,2.5,Bus,50.0,5.0
26,24,343.41,6.02,12.0,2.5,Bus,50.0,5.0
26,25,354.82,6.02,12.0,2.5,Bus,50.0,5.0
26,26,365.9,6.02,12.0,2.5,Bus,50.0,5.0
26,27,376.36,6.02,12.0,2.5,Bus,50.0,5.0
26,28,383.68,6.02,12.0,2.5,Bus,50.0,5.0
26,29,392.59,6.02,12.0,2.5,Bus,50.0,5.0
26,30,403.54,6.02,12.0,2.5,Bus,50.0,5.0
26,31,413.5,6.02,12.0,2.5,Bus,50.0,5.0
26,32,428.38,6.02,12.0,2.5,Bus,50.0,5.0
26,33,434.75,6.02,12.0,2.5,Bus,50.0,5.0
26,34,446.7,6.02,12.0,2.5,Bus,50.0,5.0
26,35,455.74,6.02,12.0,2.5,Bus,50.0,5.0
26,36,465.02,6.02,12.0,2.5,Bus,50.0,5.0
26,37,477.2,6.02,12.0,2.5,Bus,50.0,5.0
26,38,489.12,6.02,12.0,2.5,Bus,50.0,5.0
26,39,504.04,6.02,12.0,2.5,Bus,50.0,5.0
26,40,510.32,6.02,12.0,2.5,Bus,50.0,5.0
26,41,516.36,6.02,12.0,2.5,Bus,50.0,5.0
26,42,528.6,6.02,12.0,2.5,Bus,50.0,5.0
26,43,539.39,6.02,12.0,2.5,Bus,50.0,5.0
26,44,547.13,6.02,12.0,2.5,Bus,50.0,5.0
26,45,552.92,6.02,12.0,2.5,Bus,50.0,5.0
26,46,558.78,6.02,12.0,2.5,Bus,50.0,5.0
26,47,572.72,6.02,12.0,2.5,Bus,50.0,5.0
26,48,579.64,6.02,12.0,2.5,Bus,50.0,5.0
26,49,587.87,6.02,12.0,2.5,Bus,50.0,5.0
26,50,595.14,6.02,12.0,2.5,Bus,50.0,5.0
26,51,603.69,6.02,12.0,2.5,Bus,50.0,5.0
26,52,609.39,6.02,12.0,2.5,Bus,50.0,5.0
26,53,619.58,6.02,12.0,2.5,Bus,50.0,5.0
26,54,625.25,6.02,12.0,2.5,Bus,50.0,5.0
26,55,638.26,6.02,12.0,2.5,Bus,50.0,5.0
26,56,645.59,6.02,12.0,2.5,Bus,50.0,5.0
26,57,655.99,6.02,12.0,2.5,Bus,50.0,5.0
26,58,669.79,6.02,12.0,2.5,Bus,50.0,5.0
26,59,681.3,6.02,12.0,2.5,Bus,50.0,5.0
27,0,54.03,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,1,55.4,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,2,57.39,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,3,58.75,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,4,59.91,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,5,61.39,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,6,62.38,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,7,62.59,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,8,63.76,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,9,65.68,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,10,72.43,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,11,84.33,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,12,91.34,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,13,101.7,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,14,107.67,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,15,117.17,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,16,129.73,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,17,138.21,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,18,149.86,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,19,162.81,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,20,177.08,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,21,184.43,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,22,193.42,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,23,199.95,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,24,214.87,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,25,229.14,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,26,239.54,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,27,252.96,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,28,263.17,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,29,274.41,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,30,280.3,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,31,292.85,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,32,299.13,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,33,312.39,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,34,325.21,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,35,337.3,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,36,342.66,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,37,350.69,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,38,358.32,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,39,366.92,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,40,372.8,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,41,387.17,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,42,397.71,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,43,405.76,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,44,414.73,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,45,424.2,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,46,435.21,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,47,445.37,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,48,459.56,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,49,469.53,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,50,484.45,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,51,497.97,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,52,505.05,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,53,519.36,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,54,525.52,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,55,538.7,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,56,547.5,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,57,561.28,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,58,574.96,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
27,59,588.02,3.24,2.0,0.8,Two-Wheeler,50.0,5.0
28,0,84.81,3.05,4.0,1.8,Car,50.0,5.0
28,1,93.84,3.05,4.0,1.8,Car,50.0,5.0
28,2,100.58,3.05,4.0,1.8,Car,50.0,5.0
28,3,112.53,3.05,4.0,1.8,Car,50.0,5.0
28,4,120.99,3.05,4.0,1.8,Car,50.0,5.0
28,5,135.74,3.05,4.0,1.8,Car,50.0,5.0
28,6,147.15,3.05,4.0,1.8,Car,50.0,5.0
28,7,160.38,3.05,4.0,1.8,Car,50.0,5.0
28,8,166.7,3.05,4.0,1.8,Car,50.0,5.0
28,9,180.32,3.05,4.0,1.8,Car,50.0,5.0
28,10,194.55,3.05,4.0,1.8,Car,50.0,5.0
28,11,204.42,3.05,4.0,1.8,Car,50.0,5.0
28,12,215.48,3.05,4.0,1.8,Car,50.0,5.0
28,13,228.13,3.05,4.0,1.8,Car,50.0,5.0
28,14,234.88,3.05,4.0,1.8,Car,50.0,5.0
28,15,244.91,3.05,4.0,1.8,Car,50.0,5.0
28,16,253.89,3.05,4.0,1.8,Car,50.0,5.0
28,17,260.36,3.05,4.0,1.8,Car,50.0,5.0
28,18,269.03,3.05,4.0,1.8,Car,50.0,5.0
28,19,274.71,3.05,4.0,1.8,Car,50.0,5.0
28,20,279.97,3.05,4.0,1.8,Car,50.0,5.0
28,21,286.32,3.05,4.0,1.8,Car,50.0,5.0
28,22,300.96,3.05,4.0,1.8,Car,50.0,5.0
28,23,311.45,3.05,4.0,1.8,Car,50.0,5.0
28,24,326.11,3.05,4.0,1.8,Car,50.0,5.0
28,25,335.43,3.05,4.0,1.8,Car,50.0,5.0
28,26,343.55,3.05,4.0,1.8,Car,50.0,5.0
28,27,353.61,3.05,4.0,1.8,Car,50.0,5.0
28,28,363.01,3.05,4.0,1.8,Car,50.0,5.0
28,29,369.06,3.05,4.0,1.8,Car,50.0,5.0
28,30,380.47,3.05,4.0,1.8,Car,50.0,5.0
28,31,387.63,3.05,4.0,1.8,Car,50.0,5.0
28,32,398.83,3.05,4.0,1.8,Car,50.0,5.0
28,33,410.33,3.05,4.0,1.8,Car,50.0,5.0
28,34,416.85,3.05,4.0,1.8,Car,50.0,5.0
28,35,422.47,3.05,4.0,1.8,Car,50.0,5.0
28,36,435.27,3.05,4.0,1.8,Car,50.0,5.0
28,37,444.87,3.05,4.0,1.8,Car,50.0,5.0
28,38,450.45,3.05,4.0,1.8,Car,50.0,5.0
28,39,465.4,3.05,4.0,1.8,Car,50.0,5.0
28,40,470.98,3.05,4.0,1.8,Car,50.0,5.0
28,41,482.93,3.05,4.0,1.8,Car,50.0,5.0
28,42,497.77,3.05,4.0,1.8,Car,50.0,5.0
28,43,505.16,3.05,4.0,1.8,Car,50.0,5.0
28,44,511.58,3.05,4.0,1.8,Car,50.0,5.0
28,45,517.79,3.05,4.0,1.8,Car,50.0,5.0
28,46,525.83,3.05,4.0,1.8,Car,50.0,5.0
28,47,531.84,3.05,4.0,1.8,Car,50.0,5.0
28,48,543.76,3.05,4.0,1.8,Car,50.0,5.0
28,49,549.38,3.05,4.0,1.8,Car,50.0,5.0
28,50,559.48,3.05,4.0,1.8,Car,50.0,5.0
28,51,574.44,3.05,4.0,1.8,Car,50.0,5.0
28,52,587.58,3.05,4.0,1.8,Car,50.0,5.0
28,53,598.74,3.05,4.0,1.8,Car,50.0,5.0
28,54,606.8,3.05,4.0,1.8,Car,50.0,5.0
28,55,618.04,3.05,4.0,1.8,Car,50.0,5.0
28,56,628.31,3.05,4.0,1.8,Car,50.0,5.0
28,57,637.57,3.05,4.0,1.8,Car,50.0,5.0
28,58,643.87,3.05,4.0,1.8,Car,50.0,5.0
28,59,657.74,3.05,4.0,1.8,Car,50.0,5.0
29,0,45.78,1.95,5.0,2.0,SUV,50.0,5.0
29,1,46.66,1.95,5.0,2.0,SUV,50.0,5.0
29,2,48.34,1.95,5.0,2.0,SUV,50.0,5.0
29,3,49.83,1.95,5.0,2.0,SUV,50.0,5.0
29,4,51.39,1.95,5.0,2.0,SUV,50.0,5.0
29,5,51.51,1.95,5.0,2.0,SUV,50.0,5.0
29,6,52.4,1.95,5.0,2.0,SUV,50.0,5.0
29,7,53.42,1.95,5.0,2.0,SUV,50.0,5.0
29,8,53.55,1.95,5.0,2.0,SUV,50.0,5.0
29,9,54.15,1.95,5.0,2.0,SUV,50.0,5.0
29,10,55.69,1.95,5.0,2.0,SUV,50.0,5.0
29,11,56.05,1.95,5.0,2.0,SUV,50.0,5.0
29,12,57.17,1.95,5.0,2.0,SUV,50.0,5.0
29,13,57.68,1.95,5.0,2.0,SUV,50.0,5.0
29,14,57.8,1.95,5.0,2.0,SUV,50.0,5.0
29,15,58.36,1.95,5.0,2.0,SUV,50.0,5.0
29,16,60.31,1.95,5.0,2.0,SUV,50.0,5.0
29,17,61.94,1.95,5.0,2.0,SUV,50.0,5.0
29,18,63.86,1.95,5.0,2.0,SUV,50.0,5.0
29,19,64.89,1.95,5.0,2.0,SUV,50.0,5.0
29,20,65.2,1.95,5.0,2.0,SUV,50.0,5.0
29,21,75.68,1.95,5.0,2.0,SUV,50.0,5.0
29,22,85.22,1.95,5.0,2.0,SUV,50.0,5.0
29,23,98.66,1.95,5.0,2.0,SUV,50.0,5.0
29,24,104.64,1.95,5.0,2.0,SUV,50.0,5.0
29,25,114.53,1.95,5.0,2.0,SUV,50.0,5.0
29,26,121.03,1.95,5.0,2.0,SUV,50.0,5.0
29,27,129.27,1.95,5.0,2.0,SUV,50.0,5.0
29,28,141.65,1.95,5.0,2.0,SUV,50.0,5.0
29,29,151.41,1.95,5.0,2.0,SUV,50.0,5.0
29,30,160.17,1.95,5.0,2.0,SUV,50.0,5.0
29,31,169.11,1.95,5.0,2.0,SUV,50.0,5.0
29,32,178.71,1.95,5.0,2.0,SUV,50.0,5.0
29,33,191.56,1.95,5.0,2.0,SUV,50.0,5.0
29,34,205.48,1.95,5.0,2.0,SUV,50.0,5.0
29,35,220.03,1.95,5.0,2.0,SUV,50.0,5.0
29,36,232.9,1.95,5.0,2.0,SUV,50.0,5.0
29,37,241.05,1.95,5.0,2.0,SUV,50.0,5.0
29,38,252.93,1.95,5.0,2.0,SUV,50.0,5.0
29,39,262.31,1.95,5.0,2.0,SUV,50.0,5.0
29,40,269.86,1.95,5.0,2.0,SUV,50.0,5.0
29,41,283.27,1.95,5.0,2.0,SUV,50.0,5.0
29,42,288.65,1.95,5.0,2.0,SUV,50.0,5.0
29,43,302.67,1.95,5.0,2.0,SUV,50.0,5.0
29,44,312.28,1.95,5.0,2.0,SUV,50.0,5.0
29,45,323.65,1.95,5.0,2.0,SUV,50.0,5.0
29,46,335.25,1.95,5.0,2.0,SUV,50.0,5.0
29,47,349.2,1.95,5.0,2.0,SUV,50.0,5.0
29,48,360.57,1.95,5.0,2.0,SUV,50.0,5.0
