timestamp,day of week,road segment id,x-coord,y-coord,vehicles,lane count,heavy vehicle pct,traffic density,rain mm,temperature C,visibility m,road wetness index,ev percentage,fuel mix index,avg speed kmph,gore point,distance to gore m,CO2 emission,NOx,PM2.5,congestion
2026-03-05 00:00:00,Thursday,A1,38,14,2152,2,0.21,80.05,20.0,27,0.64,0.53,0.55,0.84,49.33,0,152,407.91,0.55,0.13,Medium
2026-02-01 15:00:00,Sunday,A2,33,31,2337,3,0.24,68.57,24.0,26,440.0,0.66,0.35,0.35,101.75,0,369,152.63,,0.07,Medium
2026-01-08 05:00:00,Thursday,C2,30,75,1110,3,0.22,27.0731707317073,22.0,25,560.0,0.73,0.52,0.4,,0,412,155.313811970385,0.600153689572251,0.103255200751207,Low
2026-01-18 05:00:00,Sunday,A2,44,6,1173,5,0.31,127.48,17.0,31,0.82,0.04,0.55,0.37,67.11,0,110,157.59,,0.11,High
2026-02-25 21:00:00,Wednesday,C2,83,87,unknown,4,0.21,101.5,6.0,37,520.0,0.84,0.15,0.39,43.5,0,312,322.23,0.95,0.13,High
2026-02-15 02:00:00,Sunday,D2,1,97,1261,2,0.12,90.95,21.0,26,840.0,0.64,0.64,0.52,24.56,0,475,419.06,0.75,0.12,High
2026-02-08 00:00:00,Sunday,D2,2,28,1943,3,0.39,57.15,20.0,32,,0.16,0.62,0.46,100.02,0,106,95.26,0.29,0.04,Medium
2026-03-12 20:00:00,Thursday,D1,49,25,2796,4,0.22,49.66,29.0,25,860.0,0.28,0.39,0.84,34.86,1,295,384.55,0.42,0.14,Medium
2026-01-15 22:00:00,Thursday,B1,50,50,1949,4,0.29,74.9615384615385,7.0,26,0.86,0.23,0.58,0.58,39.7557207711762,0,161,185.911706000866,0.66831843828474,0.0933375739826987,High
2026-01-24 10:00:00,Saturday,C1,85,15,722,3,0.27,36.1,19.0,28,620.0,0.63,0.1,0.34,59.6828164562568,0,465,115.080384374356,0.367111878311182,0.0615142098867046,Low
2026-02-01 09:00:00,Sunday,D2,78,38,2324,5,0.34,59.96,0.0,27,740.0,0.68,0.31,0.37,27.94,1,174,327.79,1.06,0.15,Medium
2026-02-21 19:00:00,Saturday,C1,59,52,2677,2,0.36,106.77,6.0,19,700.0,0.14,0.64,0.52,61.94,1,344,323.59,1.14,0.08,High
2026-01-18 21:00:00,Sunday,B1,25,23,1004,4,0.35,23.9047619047619,15.0,28,700.0,0.5,0.45,0.42,,0,148,110.696765118369,0.372335654162184,0.0491311361948519,Low
2026-01-30 10:00:00,Friday,C1,72,62,2694,5,0.22,70.8947368421053,12.0,28,760.0,0.4,0.31,0.66,40.2672634655541,0,454,297.809049944046,0.853343235973872,,High
2026-02-18 17:00:00,Wednesday,D2,23,74,2659,5,0.23,39.82,11.0,39,640.0,0.03,0.43,0.71,29.61,0,1,294.85,0.71,0.12,Low
2026-02-10 08:00:00,Tuesday,D2,6,85,1336,5,0.24,67.76,26.0,21,760.0,0.85,0.33,0.81,28.48,1,487,336.21,0.96,0.08,Medium
2026-02-02 13:00:00,Monday,C2,6,71,687,3,0.19,29.8695652173913,0.0,34,1000.0,0.0,0.58,0.3,54.7083314946136,0,443,71.2035739876516,0.279212245212396,0.0432544145320894,Low
2026-01-22 07:00:00,Thursday,A2,42,2,1358,4,0.22,48.5,12.0,37,760.0,0.4,0.37,0.44,45.6756592554533,0,359,219.911820579731,0.828440910043034,0.136255592338223,Medium
2026-02-10 11:00:00,Tuesday,A2,30,86,392,3,0.31,38.24,3.0,35,0.55,0.4,0.49,0.45,57.08,0,411,130.3,1.09,0.16,Low
2026-02-01 15:00:00,Sunday,C1,32,41,1041,5,0.2,32.3866666666667,12.0,29,760.0,0.4,0.3,0.55,37.7579414448541,1,10,167.011202781941,,,Low
2026-01-27 01:00:00,Tuesday,B1,50,33,2424,3,0.16,100.33,13.0,32,0.8,0.95,0.36,0.82,84.13,1,255,327.47,0.9,0.13,High
2026-01-03 07:00:00,Saturday,B2,52,43,484,4,0.21,,21.0,35,0.6,0.88,0.21,0.62,113.36,0,55,284.85,0.62,0.14,Medium
2026-01-09 12:00:00,Friday,A1,46,50,,2,0.26,84.4260869565217,9.0,24,820.0,0.3,0.57,0.35,27.9699075424984,1,317,309.956226979938,0.968802679962882,0.0974586149309598,High
2026-01-11 12:00:00,Sunday,A2,81,73,2993,5,0.18,24.13,7.0,39,0.45,0.14,0.1,0.49,64.44,1,266,339.78,1.16,0.16,Low
2026-02-11 11:00:00,Wednesday,C2,31,3,1627,4,0.21,60.2592592592593,16.0,28,0.68,0.53,0.32,0.35,39.3429215931478,0,478,244.501804870946,,,Medium
2026-02-10 10:00:00,Tuesday,A2,35,7,1310,4,0.37,125.58,10.0,25,0.65,0.65,0.15,0.53,36.78,1,349,234.05,0.77,0.04,High
2026-02-26 10:00:00,Thursday,D1,18,3,818,3,0.16,25.06,0.0,30,0.62,0.21,0.33,0.63,109.52,0,479,152.56,0.57,0.07,Low
2026-02-15 06:00:00,Sunday,C2,94,55,2492,3,0.21,31.48,23.0,18,0.52,0.01,0.24,0.35,51.89,1,257,393.72,0.87,0.04,Low
2026-01-10 06:00:00,Saturday,C2,58,34,2736,5,0.3,39.87,21.0,21,440.0,0.82,0.05,0.46,73.78,0,367,189.35,1.15,0.05,Low
2026-02-19 00:00:00,Thursday,A2,22,93,2050,2,0.4,80.47,21.0,40,580.0,0.86,0.23,0.34,86.0,1,318,135.26,0.63,0.12,Medium
2026-02-26 07:00:00,Thursday,C1,80,67,2606,2,0.26,56.81,16.0,33,1000.0,0.89,0.36,0.72,57.7,1,54,386.74,0.46,0.04,Medium
2026-01-23 19:00:00,Friday,D2,51,90,3115,2,0.29,66.43,15.0,36,1000.0,0.78,0.24,0.68,79.26,1,445,352.99,0.55,0.15,Medium
2026-02-14 03:00:00,Saturday,B2,71,9,1937,5,0.27,81.47,15.0,38,480.0,0.93,0.1,0.66,27.51,0,438,138.98,0.75,0.17,Medium
2026-03-05 20:00:00,Thursday,B2,15,58,2573,5,0.35,111.62,16.0,29,860.0,0.58,0.07,0.51,80.26,0,407,383.5,0.85,0.13,High
2026-01-30 23:00:00,Friday,B1,13,85,1508,4,0.18,69.49,17.0,34,880.0,0.05,0.08,0.77,59.39,1,484,301.18,0.3,0.09,Medium
2026-03-07 13:00:00,Saturday,D2,95,63,1391,2,0.29,45.22,13.0,29,0.91,0.1,0.2,0.72,103.57,0,439,348.06,1.14,0.13,Medium
2026-01-16 12:00:00,Friday,B1,17,42,1287,4,0.21,120.14,20.0,29,600.0,0.64,0.19,0.52,19.51,0,145,133.21,0.7,0.06,High
2026-01-06 13:00:00,Tuesday,B1,96,68,2438,4,0.17,81.2666666666667,25.0,38,500.0,0.83,0.44,0.42,29.3237304484443,0,296,253.268232057415,0.737289123987051,0.0854127855437847,High
2026-01-03 12:00:00,Saturday,B2,32,54,2385,4,0.12,54.2045454545455,14.0,26,720.0,0.47,0.39,0.52,46.5736789776642,0,293,289.189954505802,0.942904613776822,0.11184456680947,Medium
2026-03-09 09:00:00,Monday,B2,55,80,2014,4,0.13,13.53,0.0,32,800.0,0.54,0.25,0.48,66.07,0,259,227.64,1.0,0.16,Low
2026-02-03 08:00:00,Tuesday,C1,20,34,1928,5,0.24,83.22,18.0,37,0.43,0.14,0.48,0.56,42.13,1,341,92.86,0.59,0.14,Medium
2026-02-11 07:00:00,Wednesday,A2,19,44,1647,4,0.24,38.3023255813954,20.0,30,600.0,0.67,0.46,0.54,54.6699032259966,0,477,202.436832959139,0.69537089875662,0.0973602973199206,Low
2026-03-06 18:00:00,Friday,B2,86,62,445,4,0.16,80.44,22.0,22,460.0,0.69,0.35,0.37,47.38,1,1,342.23,0.38,0.07,Medium
2026-01-13 16:00:00,Tuesday,D1,8,61,216,2,0.18,83.63,26.0,33,0.97,0.39,0.22,0.41,28.18,0,146,218.41,0.47,0.14,Medium
2026-03-09 07:00:00,Monday,B1,67,1,1411,2,0.14,10.73,26.0,18,820.0,0.1,0.48,0.41,47.99,0,362,196.02,0.44,0.07,Low
2026-01-12 16:00:00,Monday,B2,96,84,246,5,0.12,72.93,10.0,35,0.73,0.15,0.45,0.85,112.1,0,113,229.7,1.04,0.05,Medium
2026-01-23 09:00:00,Friday,A1,7,54,2496,4,0.3,50.9387755102041,10.0,24,800.0,0.33,0.14,0.63,56.227245192298,0,354,331.92727909778,0.951887468487675,0.082786882676096,Medium
2026-01-12 16:00:00,Monday,B2,32,76,1485,5,0.22,42.4285714285714,15.0,31,700.0,0.5,0.33,0.39,48.5602781357363,0,330,195.787371802185,0.641852706428309,,Medium
2026-01-17 23:00:00,Saturday,A2,8,28,2152,2,0.11,38.64,6.0,28,600.0,0.8,0.57,0.54,61.84,0,379,356.81,1.04,0.1,Low
2026-01-23 13:00:00,Friday,C2,67,37,825,2,0.11,31.9,7.0,19,0.5,0.38,0.37,0.8,54.86,0,251,161.75,0.62,0.13,Low
2026-01-05 14:00:00,Monday,B1,6,1,1517,3,0.19,43.62,19.0,21,660.0,0.36,0.23,0.35,16.37,0,169,205.79,1.07,0.14,Low
2026-02-05 10:00:00,Thursday,A2,75,90,2937,5,0.28,108.777777777778,1.0,36,980.0,0.03,0.32,0.48,25.0508933463115,0,4,336.739785361665,,0.121798623640575,High
2026-03-14 00:00:00,Saturday,C1,55,72,604,4,0.37,,23.0,24,800.0,0.62,0.32,0.57,19.45,0,149,257.64,1.0,0.13,Medium
2026-03-07 06:00:00,Saturday,C1,28,30,,5,0.36,33.0,23.0,37,0.44,0.03,0.16,0.71,39.42,1,369,306.33,1.08,0.05,Low
2026-02-14 18:00:00,Saturday,A2,62,19,897,5,0.27,21.43,26.0,25,0.53,0.19,0.23,0.41,76.15,0,213,286.46,0.77,0.12,Low
2026-03-09 06:00:00,Monday,C1,29,11,2988,3,0.34,55.43,3.0,28,960.0,0.56,0.26,0.74,39.1,0,57,283.99,0.67,0.07,Medium
2026-02-20 18:00:00,Friday,D2,41,48,1385,4,0.15,57.12,10.0,20,820.0,0.94,0.26,0.69,67.33,1,37,,1.21,0.15,Medium
2026-01-25 12:00:00,Sunday,A2,11,89,1584,4,0.38,98.57,26.0,35,780.0,0.17,0.42,0.57,90.47,0,106,340.63,0.68,0.16,High
2026-01-31 20:00:00,Saturday,D1,29,52,2100,4,0.35,63.93,29.0,23,400.0,0.76,0.44,0.68,24.83,1,498,225.12,0.46,0.04,Medium
2026-02-01 14:00:00,Sunday,B1,76,20,612,5,0.23,16.1052631578947,12.0,25,760.0,0.4,0.28,0.72,68.9090161561194,0,261,93.7231723769885,,,Low
2026-02-14 00:00:00,Saturday,C1,49,72,494,4,0.14,66.31,4.0,24,920.0,0.49,0.61,0.82,112.05,1,196,249.0,0.9,0.11,Medium
2026-01-25 05:00:00,Sunday,A1,56,21,,4,0.25,117.0,25.0,32,0.68,0.83,0.41,0.63,19.34,1,470,122.49,0.86,0.05,High
2026-02-16 04:00:00,Monday,D1,21,23,3187,4,0.28,24.66,10.0,22,0.61,0.53,0.1,0.54,46.48,0,409,124.74,0.55,0.14,Low
2026-02-03 15:00:00,Tuesday,C1,16,19,2088,2,0.22,45.39130434782610,20.0,20,600.0,0.67,0.54,0.72,45.5095559001899,0,352,217.357209561233,0.731462953081702,0.0920261945169353,Medium
2026-01-07 06:00:00,Wednesday,D2,5,87,2635,4,0.12,96.58,,33,0.83,0.99,0.12,0.47,55.13,1,195,323.71,0.36,0.05,High
2026-02-11 04:00:00,Wednesday,A1,24,88,454,5,0.21,50.46,0.0,30,440.0,0.64,0.6,0.31,87.13,1,347,121.12,0.32,0.06,Medium
2026-03-02 12:00:00,Monday,C1,13,71,3053,4,0.37,83.58,3.0,38,980.0,0.42,0.21,0.44,114.09,0,283,239.82,0.86,0.05,Medium
2026-01-30 11:00:00,Friday,C2,19,40,1649,4,0.23,61.04,12.0,31,,0.97,0.26,0.74,112.5,1,9,359.21,0.48,0.12,Medium
2026-01-06 10:00:00,Tuesday,B1,9,40,1852,3,0.33,72.91,18.0,18,0.5,0.25,0.32,0.8,85.46,1,188,360.87,0.77,0.12,Medium
2026-02-05 11:00:00,Thursday,A2,62,64,2539,3,0.14,71.77,25.0,22,0.53,0.72,0.22,0.64,39.98,1,94,329.56,0.57,0.13,Medium
2026-02-20 03:00:00,Friday,B2,100,47,800,5,0.35,19.83,1.0,31,0.92,0.45,0.27,0.59,73.82,1,446,173.34,0.76,0.09,Low
2026-01-03 02:00:00,Saturday,A2,33,89,467,5,0.29,37.35,25.0,23,0.7,0.21,0.23,0.66,75.46,0,455,288.72,1.06,0.1,Low
2026-01-30 20:00:00,Friday,A1,66,4,898,5,0.14,21.9024390243902,11.0,27,780.0,0.37,0.29,0.36,61.1643981845857,0,465,140.418289686999,0.502392126120963,0.0741263289464328,Low
2026-01-03 00:00:00,Saturday,C1,25,83,2229,4,0.16,34.59,9.0,22,820.0,0.07,0.08,0.31,99.35,0,33,89.02,0.56,0.06,Low
2026-01-23 11:00:00,Friday,D2,82,93,2434,3,0.26,15.44,9.0,35,,0.4,0.59,0.31,67.95,0,455,312.07,1.2,0.16,Low
2026-01-04 14:00:00,Sunday,D1,73,61,612,3,0.21,39.06,18.0,20,500.0,0.98,0.14,0.33,98.63,1,55,129.75,0.42,0.06,Low
2026-02-12 06:00:00,Thursday,D1,41,9,1889,4,0.35,87.53,8.0,39,0.75,0.11,0.17,0.44,97.72,1,248,272.54,0.7,0.12,Medium
2026-02-14 21:00:00,Saturday,D2,26,30,213,2,0.18,20.85,21.0,24,820.0,0.64,0.12,0.3,41.4,0,482,153.76,0.42,0.04,Low
2026-01-14 07:00:00,Wednesday,B2,17,77,941,2,0.18,22.4047619047619,2.0,32,960.0,0.07,0.22,0.79,70.1297754846806,0,35,181.844912247699,0.699355412169393,,Low
2026-01-11 21:00:00,Sunday,A2,74,79,2743,4,0.16,57.14583333333330,16.0,30,680.0,0.53,0.44,0.77,41.4590254231683,0,334,316.981356528439,1.03722357597532,0.121127386011943,Medium
2026-01-10 01:00:00,Saturday,A2,99,94,984,2,0.38,32.8,16.0,22,680.0,0.53,0.29,0.76,32.6381441974545,1,329,205.449526451975,0.69983340082087,0.107284412058825,Low
2026-02-12 22:00:00,Thursday,B1,36,82,570,5,0.3,127.87,21.0,34,900.0,0.71,0.51,0.68,95.64,1,100,333.45,0.61,0.12,High
2026-02-27 14:00:00,Friday,D2,59,39,1455,3,0.34,37.21,11.0,27,0.85,0.35,0.32,0.39,107.41,1,93,411.02,1.09,0.13,Low
2026-02-22 04:00:00,Sunday,A1,89,7,376,2,0.11,46.51,8.0,28,780.0,0.7,0.6,0.62,26.99,1,441,134.58,0.85,0.15,Medium
2026-02-19 08:00:00,Thursday,D2,23,66,1473,2,0.3,129.45,4.0,23,0.83,0.0,0.16,0.42,44.45,0,320,395.42,1.23,0.05,High
2026-03-08 07:00:00,Sunday,B2,64,75,2088,4,0.24,90.02,28.0,32,0.93,0.07,0.62,0.84,44.92,1,353,168.78,1.1,0.06,High
2026-02-02 07:00:00,Monday,C2,13,26,973,2,0.32,83.48,11.0,27,0.46,0.66,0.26,0.81,85.4,0,13,284.88,0.76,0.08,Medium
2026-02-16 13:00:00,Monday,C2,8,30,1432,3,0.22,18.98,10.0,20,0.57,0.96,0.6,0.83,82.67,0,159,106.23,1.07,0.06,Low
2026-01-13 22:00:00,Tuesday,B1,29,32,2748,5,0.25,106.866666666667,25.0,35,500.0,0.83,0.29,0.64,17.6483743637014,1,277,432.869244084325,1.15684886150038,0.131515462439263,High
2026-03-06 10:00:00,Friday,C2,65,91,2797,5,0.1,53.8,23.0,21,900.0,0.67,0.07,0.37,22.36,0,23,124.92,0.83,0.11,Medium
2026-02-25 00:00:00,Wednesday,A2,34,87,2615,4,0.14,32.96,28.0,28,0.74,0.08,0.39,0.5,71.93,1,29,197.81,1.21,0.15,Low
2026-01-02 21:00:00,Friday,A1,83,74,2082,3,0.36,61.2352941176471,18.0,39,640.0,0.6,0.09,0.38,,0,386,363.864942438075,1.13905616191809,0.150857267247147,Medium
2026-01-24 23:00:00,Saturday,A2,61,31,422,4,0.26,38.41,2.0,37,500.0,0.58,0.1,0.33,18.33,1,455,368.98,0.34,0.05,Low
2026-01-21 07:00:00,Wednesday,B2,97,35,unknown,4,0.21,103.6,22.0,27,560.0,0.73,0.44,0.38,24.7391877617977,1,151,317.209847369151,,,High
2026-01-21 23:00:00,Wednesday,C1,65,31,955,5,0.37,20.3191489361702,2.0,32,960.0,0.07,0.22,0.72,65.1730151985235,0,240,173.221913853748,0.650709115873393,0.0936674435027981,Low
2026-01-30 06:00:00,Friday,B2,31,35,1057,5,0.23,47.084545454545500,10.0,30,,0.33,0.5,0.57,,1,340,143.360655997273,0.478868665454741,0.0799378761484062,Medium
2026-03-03 15:00:00,Tuesday,C2,70,50,2484,2,0.2,48.36,26.0,32,0.49,0.53,0.15,0.51,55.29,0,323,247.99,1.24,0.05,Medium
2026-01-10 15:00:00,Saturday,B2,10,84,2398,3,0.35,53.2888888888889,21.0,36,580.0,0.7,0.07,0.77,34.3472262641185,0,427,324.738775451838,0.837346861127478,0.0674607708093083,Medium
2026-02-22 20:00:00,Sunday,A1,25,62,2052,3,0.33,28.41,11.0,35,820.0,0.52,0.17,0.33,40.2,1,485,269.66,1.06,0.07,Low
2026-03-04 23:00:00,Wednesday,A1,35,2,3144,3,0.18,92.18,14.0,39,0.61,0.24,0.3,0.58,19.47,0,425,269.07,0.41,0.06,High
2026-01-29 21:00:00,Thursday,C2,6,87,919,3,0.13,40.64,15.0,29,860.0,0.47,0.41,0.34,86.83,1,302,93.13,0.56,0.07,Low
2026-02-07 17:00:00,Saturday,C2,23,23,1502,4,0.37,13.38,,29,0.96,0.56,0.16,0.84,103.16,1,277,188.53,0.76,0.05,Low
2026-02-14 15:00:00,Saturday,A2,68,34,2079,2,0.27,67.13,22.0,25,500.0,0.8,0.53,0.55,75.96,1,158,223.62,0.33,0.04,Medium
2026-01-13 16:00:00,Tuesday,D1,4,80,2827,5,0.15,19.12,11.0,36,640.0,0.38,0.39,0.71,108.58,0,310,271.48,0.71,0.08,Low
2026-01-24 04:00:00,Saturday,C2,15,69,2498,2,0.32,60.92682926829270,21.0,26,580.0,0.7,0.2,0.38,35.1248157533437,0,441,369.394591031275,1.11255146968403,0.131992050090096,Medium
2026-02-13 08:00:00,Friday,A1,34,27,477,4,0.18,22.96,0.0,19,0.63,0.88,0.35,0.51,69.6,0,424,245.63,1.12,0.12,Low
2026-01-15 17:00:00,Thursday,A2,95,76,995,4,0.34,61.02,23.0,18,0.58,0.1,0.63,0.62,52.66,1,47,159.45,0.67,0.07,Medium
2026-01-30 07:00:00,Friday,C2,18,21,1989,5,0.29,30.9,30.0,35,0.81,0.67,0.54,0.51,88.4,1,65,144.53,0.28,0.13,Low
2026-01-15 10:00:00,Thursday,B2,80,49,2186,3,0.27,125.18,10.0,20,0.64,0.4,0.16,0.72,77.15,1,6,288.98,0.84,0.15,High
2026-01-31 09:00:00,Saturday,A1,17,64,1350,4,0.38,43.95,28.0,26,680.0,0.44,0.15,0.71,64.13,0,284,370.77,0.92,0.14,Low
2026-01-31 15:00:00,Saturday,B2,89,81,2694,5,0.18,107.76,14.0,36,720.0,0.47,0.58,0.66,20.8888531544569,0,449,230.992003565824,0.736252173288452,0.0892368921510595,High
2026-01-21 04:00:00,Wednesday,D1,13,63,1894,2,0.25,85.08,6.0,39,720.0,0.81,0.16,0.31,32.87,0,60,411.93,1.24,0.1,Medium
2026-01-05 00:00:00,Monday,B2,34,19,2474,5,0.16,51.54166666666670,3.0,30,940.0,0.1,0.06,0.41,52.917040963346,0,65,376.008193256785,1.16134466007323,0.116448840434759,Medium
2026-03-14 09:00:00,Saturday,B1,22,71,2035,2,0.19,29.59,8.0,19,560.0,0.34,0.22,0.53,75.36,0,296,351.58,1.15,0.17,Low
2026-01-05 20:00:00,Monday,D1,75,25,2235,4,0.31,78.88,1.0,21,0.59,0.53,0.05,0.54,72.28,1,170,175.97,0.29,0.08,Medium
2026-01-31 02:00:00,Saturday,B1,46,86,1705,3,0.25,,15.0,26,0.73,0.76,0.54,0.64,58.41,1,47,98.55,0.61,0.1,High
2026-01-10 05:00:00,Saturday,A2,25,8,762,3,0.13,58.32,28.0,35,640.0,0.18,0.2,0.69,16.24,0,75,380.27,1.13,,Medium
2026-01-11 07:00:00,Sunday,C1,20,16,2410,5,0.27,51.3434782608696,23.0,26,540.0,0.77,0.46,0.42,25.9605632935962,1,116,337.993579601151,,0.118331607106892,High
2026-02-28 18:00:00,Saturday,D2,64,34,1733,4,0.31,88.01,30.0,27,0.9,0.59,0.56,0.55,60.97,1,449,361.65,0.31,0.14,Medium
2026-01-29 18:00:00,Thursday,C1,48,61,2389,4,0.3,62.8684210526316,21.0,23,580.0,0.7,0.59,0.75,39.2469077050054,0,19,192.817978778666,0.572203752298747,0.0518667077856738,Medium
2026-01-31 16:00:00,Saturday,D1,35,15,2883,3,0.28,110.55,19.0,33,0.76,0.25,0.17,0.41,59.61,1,283,256.64,0.82,0.14,High
2026-03-10 13:00:00,Tuesday,A1,74,66,2266,4,0.28,90.69,22.0,31,720.0,0.87,0.61,0.4,,0,436,244.05,0.56,0.15,High
2026-02-19 23:00:00,Thursday,A1,85,70,422,3,0.26,84.72,15.0,38,0.66,0.27,0.13,0.46,103.08,1,62,94.67,0.89,0.14,Medium
2026-01-26 04:00:00,Monday,A1,15,66,1075,2,0.11,24.4318181818182,19.0,37,620.0,0.63,0.42,0.43,,0,113,132.062593454756,0.450018622241566,0.0638410452642213,Low
2026-01-24 02:00:00,Saturday,C1,90,29,2880,5,0.17,101.09,15.0,19,840.0,0.16,0.62,0.76,22.65,1,408,373.97,0.33,0.17,High
2026-01-20 01:00:00,Tuesday,A2,97,31,2144,2,0.2,71.4666666666667,15.0,25,700.0,0.5,0.1,0.32,33.0130186316387,0,251,338.183451552927,1.02423308814844,0.127769711334173,High
2026-03-09 09:00:00,Monday,B2,48,79,1981,4,0.11,127.17,29.0,26,420.0,0.78,0.3,0.69,94.1,0,248,199.96,0.32,0.15,High
2026-01-19 22:00:00,Monday,A2,5,34,861,4,0.26,22.6578947368421,20.0,29,600.0,0.67,0.58,0.6,57.8068242575084,0,247,110.988739119009,0.448022035005327,0.0808425507838933,Low
2026-01-11 12:00:00,Sunday,B2,73,90,1423,2,0.23,30.2765957446809,24.0,32,520.0,0.8,0.19,0.77,54.7293705447184,0,79,254.460184230796,0.84286779943602,0.122993061604814,Low
2026-01-20 21:00:00,Tuesday,D2,53,69,497,2,0.3,127.11,14.0,40,0.48,0.37,0.07,0.31,73.75,0,143,300.41,1.14,0.16,High
2026-01-30 06:00:00,Friday,B1,27,52,3165,4,0.2,71.14,23.0,27,0.82,0.45,0.54,0.55,70.14,1,442,93.65,0.93,0.08,Medium
2026-01-10 13:00:00,Saturday,A2,40,49,782,2,0.24,21.7222222222222,22.0,36,560.0,0.73,0.37,0.63,60.2474735539044,0,27,160.02717386534,,,Low
2026-01-09 18:00:00,Friday,B1,61,42,806,4,0.31,18.7441860465116,23.0,23,540.0,0.77,0.45,0.48,67.0987967577643,0,88,91.2285508336024,0.31110156408001,,Low
2026-01-03 06:00:00,Saturday,A1,90,12,437,2,0.35,10.58,13.0,25,580.0,0.84,0.19,0.51,92.31,1,41,308.12,0.87,0.12,Low
2026-02-02 15:00:00,Monday,D1,24,82,805,2,0.15,40.94,26.0,38,1000.0,0.11,0.58,0.61,55.27,1,178,138.36,0.95,0.05,Low
2026-01-02 10:00:00,Friday,A2,21,80,2424,3,0.39,102.13,23.0,26,0.8,0.88,0.28,0.51,63.75,0,179,99.13,,0.13,High
2026-01-23 01:00:00,Friday,C2,82,25,854,3,0.2,64.53,0.0,27,0.45,0.55,0.25,0.6,83.66,0,321,144.19,0.89,0.08,Medium
2026-01-16 02:00:00,Friday,D2,65,75,700,4,0.24,76.22,10.0,21,480.0,0.91,0.25,0.35,38.42,1,391,273.53,0.77,0.08,Medium
2026-01-26 09:00:00,Monday,A2,61,81,2256,4,0.29,10.69,25.0,19,0.42,0.23,0.09,0.76,78.82,0,141,361.22,0.85,0.07,Low
2026-02-01 10:00:00,Sunday,B2,39,51,1809,2,0.16,60.3,22.0,36,560.0,0.73,0.12,0.33,39.817242874959,0,286,323.482526314175,1.02652853613107,0.147704395070287,Medium
2026-02-09 16:00:00,Monday,D2,81,80,2806,3,0.12,20.28,3.0,26,0.44,0.48,0.45,0.36,21.11,0,340,280.12,1.24,,Low
2026-02-10 14:00:00,Tuesday,A2,68,7,2900,5,0.2,33.4,18.0,27,0.94,0.8,0.64,0.43,46.48,0,354,165.75,0.99,0.15,Low
2026-01-07 13:00:00,Wednesday,C1,10,7,729,2,0.34,87.63,25.0,27,0.68,1.0,0.46,0.61,24.65,1,453,128.37,1.04,0.04,Medium
2026-02-10 04:00:00,Tuesday,C2,17,33,1944,3,0.16,45.2093023255814,,27,620.0,0.63,0.56,0.78,47.9855850995504,0,349,180.903146247507,0.585663351734898,0.0666006977239517,Medium
2026-02-18 07:00:00,Wednesday,C1,95,57,341,2,0.29,101.34,8.0,21,0.4,0.31,0.61,0.44,48.93,1,149,131.45,0.86,0.08,High
2026-01-10 19:00:00,Saturday,C2,10,49,1693,5,0.31,58.51,25.0,25,0.54,0.31,0.1,0.3,16.71,0,450,339.95,1.16,0.09,Medium
2026-01-01 05:00:00,Thursday,A2,93,21,2706,3,0.26,69.3846153846154,10.0,27,800.0,0.33,0.36,0.36,40.6689525488819,0,11,,1.17336397649962,0.146750629934139,Medium
2026-01-02 17:00:00,Friday,B1,69,2,1570,4,0.2,32.0408163265306,10.0,22,800.0,0.33,0.21,0.77,138.946811137487,0,131,207.318004691505,0.632192739066026,0.0647396993215755,Low
2026-01-28 20:00:00,Wednesday,B1,24,22,2022,5,0.25,63.1875,17.0,21,660.0,0.57,0.51,0.43,42.2102362180798,0,8,234.805820182178,0.827115302970112,0.120712853260922,Medium
2026-02-24 11:00:00,Tuesday,A2,29,3,2766,4,0.21,23.03,5.0,35,0.46,0.38,0.25,0.81,53.51,0,189,232.13,0.39,0.15,Low
2026-01-21 08:00:00,Wednesday,C1,54,2,1316,5,0.38,32.242,13.0,35,740.0,0.43,0.56,0.59,,1,423,212.754645909355,,,Medium
2026-03-02 18:00:00,Monday,D2,13,55,1840,3,0.28,77.79,24.0,33,600.0,0.77,0.25,0.72,74.7,0,43,347.0,0.3,0.1,Medium
2026-02-03 09:00:00,Tuesday,C1,38,50,2842,4,0.3,99.47,25.0,31,0.5,0.83,0.33,0.5,20.264042543059,1,363,452.860346925811,1.26368550134792,0.147430625963088,High
2026-02-05 08:00:00,Thursday,A1,99,14,1550,3,0.35,48.32,21.0,31,880.0,0.7,0.38,0.4,19.04,0,227,177.58,0.85,0.17,Medium
2026-01-31 02:00:00,Saturday,D1,67,31,1297,5,0.21,125.81,25.0,18,660.0,0.87,0.27,0.69,87.63,1,198,373.22,0.56,0.06,High
2026-01-15 09:00:00,Thursday,C1,49,47,2065,5,0.21,103.25,15.0,30,700.0,0.5,0.33,0.41,25.1741678073373,0,486,254.090196047364,0.791012509825802,0.113696355863005,High
2026-03-02 05:00:00,Monday,D2,20,95,1064,4,0.13,105.41,13.0,32,0.77,0.03,0.39,0.61,44.16,0,314,255.13,0.84,0.07,High
2026-01-09 15:00:00,Friday,B2,11,19,2926,5,0.39,79.6522222222222,9.0,32,820.0,0.3,0.53,0.79,21.6517826596129,1,386,311.718766659191,0.885850382078842,0.0803046909864419,Medium
2026-01-29 05:00:00,Thursday,B1,53,10,unknown,5,0.39,157.92,0.0,21,1000.0,0.0,0.55,0.61,15.3569764725051,1,24,299.663735635609,0.931688112381304,0.115604676106167,High
